features,pm25
"[35.0,55.0,225.0,35.0,70.0,109.0,0.0,-15.0,242.67]",334.0
"[35.0,56.0,61.0,23.0,75.0,3.0,12.0,-19.0,58.0]",64.0
"[35.0,57.0,24.0,29.0,75.0,3.0,6.0,-18.0,24.33]",27.0
"[35.0,57.0,100.25404591644713,28.0,79.0,0.0,7.0,-22.0,100.25]",100.25404591644713
"[35.0,57.0,100.25404591644713,32.0,53.0,127.74595408355287,3.0,4.0,212.75]",228.0
"[35.0,57.0,132.0,33.0,57.0,-4.0,2.0,0.0,131.67]",128.0
"[35.0,58.0,116.0,28.0,63.0,2.0,7.0,-5.0,116.33]",118.0
"[35.0,59.0,13.0,32.0,32.0,7.0,3.0,27.0,16.33]",20.0
"[35.0,59.0,17.0,29.0,66.0,11.0,6.0,-7.0,24.0]",28.0
"[35.0,59.0,36.0,25.0,44.0,4.0,10.0,15.0,36.0]",40.0
"[35.0,60.0,64.0,27.0,33.0,6.0,8.0,27.0,69.0]",70.0
"[35.0,60.0,69.0,26.0,30.0,-10.0,9.0,30.0,63.67]",59.0
"[35.0,60.0,107.0,22.0,69.0,12.0,13.0,-9.0,116.0]",119.0
"[35.0,61.0,32.0,25.0,66.0,5.0,10.0,-5.0,34.67]",37.0
"[35.0,61.0,68.0,29.0,55.0,-12.0,6.0,6.0,62.67]",56.0
"[35.0,61.0,94.0,31.0,58.0,6.254045916447126,4.0,3.0,127.08]",100.25404591644713
"[35.0,61.0,177.0,20.0,76.0,42.0,15.0,-15.0,191.33]",219.0
"[35.0,62.0,38.0,34.0,76.0,-12.0,1.0,-14.0,43.33]",26.0
"[35.0,62.0,83.0,31.0,44.0,6.0,4.0,18.0,82.33]",89.0
"[35.0,62.0,96.0,21.0,75.0,-28.0,14.0,-13.0,87.67]",68.0
"[35.0,62.0,116.0,32.0,76.0,13.0,3.0,-14.0,119.67]",129.0
"[35.0,62.0,243.0,34.0,37.0,-55.0,1.0,25.0,237.33]",188.0
"[35.0,63.0,21.0,34.0,72.0,15.0,1.0,-9.0,25.0]",36.0
"[35.0,63.0,54.0,31.0,38.0,10.0,4.0,25.0,59.0]",64.0
"[35.0,64.0,36.0,34.0,61.0,0.0,1.0,3.0,34.67]",36.0
"[35.0,64.0,88.0,31.0,73.0,2.0,4.0,-9.0,87.33]",90.0
"[35.0,64.0,100.25404591644713,22.0,53.0,0.0,13.0,11.0,100.25]",100.25404591644713
"[35.0,64.0,200.0,20.0,42.0,-37.0,15.0,22.0,189.33]",163.0
"[35.0,65.0,60.0,32.0,45.0,20.0,3.0,20.0,65.33]",80.0
"[35.0,65.0,119.0,35.0,60.0,-31.0,0.0,5.0,104.67]",88.0
"[35.0,66.0,10.0,28.0,46.0,9.0,7.0,20.0,15.0]",19.0
"[35.0,66.0,78.0,32.0,62.0,-11.0,3.0,4.0,75.0]",67.0
"[35.0,66.0,100.25404591644713,28.0,75.0,0.0,7.0,-9.0,100.25]",100.25404591644713
"[35.0,66.0,125.0,21.0,30.0,2.0,14.0,36.0,124.0]",127.0
"[35.0,67.0,32.0,27.0,79.0,6.0,8.0,-12.0,35.0]",38.0
"[35.0,67.0,75.0,28.0,42.0,-2.0,7.0,25.0,74.67]",73.0
"[35.0,67.0,169.0,25.0,32.0,17.0,10.0,35.0,171.67]",186.0
"[35.0,68.0,85.0,32.0,31.0,12.0,3.0,37.0,87.67]",97.0
"[35.0,68.0,177.0,31.0,70.0,-7.0,4.0,-2.0,181.67]",170.0
"[35.0,69.0,42.0,30.0,52.0,-2.0,5.0,17.0,42.33]",40.0
"[35.0,69.0,87.0,30.0,39.0,-2.0,5.0,30.0,78.67]",85.0
"[35.0,69.0,196.0,22.0,70.0,-10.0,13.0,-1.0,160.75]",186.0
"[35.0,69.0,320.0,20.0,37.0,-53.0,15.0,32.0,292.67]",267.0
"[35.0,70.0,158.0,27.0,76.0,0.0,8.0,-6.0,155.33]",158.0
"[35.0,70.0,169.0,35.0,44.0,56.0,0.0,26.0,187.0]",225.0
"[35.0,71.0,54.0,25.0,43.0,8.0,10.0,28.0,53.33]",62.0
"[35.0,71.0,89.0,23.0,57.0,-2.0,12.0,14.0,83.33]",87.0
"[35.0,71.0,164.0,34.0,75.0,11.0,1.0,-4.0,165.67]",175.0
"[35.0,71.0,196.0,29.0,58.0,6.0,6.0,13.0,200.0]",202.0
"[35.0,72.0,51.0,29.0,71.0,18.0,6.0,1.0,55.33]",69.0
"[35.0,72.0,248.0,31.0,57.0,-29.0,4.0,15.0,227.67]",219.0
"[35.0,73.0,59.0,33.0,37.0,-5.0,2.0,36.0,54.33]",54.0
"[35.0,74.0,63.0,22.0,30.0,17.0,13.0,44.0,68.67]",80.0
"[35.0,74.0,91.0,25.0,73.0,-6.0,10.0,1.0,92.67]",85.0
"[35.0,74.0,123.0,27.0,36.0,-18.0,8.0,38.0,113.67]",105.0
"[35.0,75.0,61.0,35.0,33.0,13.0,0.0,42.0,68.0]",74.0
"[35.0,77.0,140.0,22.0,41.0,10.0,13.0,36.0,144.33]",150.0
"[35.0,78.0,39.0,23.0,53.0,8.0,12.0,25.0,42.33]",47.0
"[35.0,78.0,44.0,24.0,41.0,-5.0,11.0,37.0,42.67]",39.0
"[35.0,78.0,109.0,27.0,69.0,21.0,8.0,9.0,108.67]",130.0
"[35.0,78.0,166.0,24.0,80.0,-22.0,11.0,-2.0,153.67]",144.0
"[35.0,79.0,29.0,34.0,67.0,0.0,1.0,12.0,34.33]",29.0
"[35.0,79.0,101.0,29.0,55.0,9.0,6.0,24.0,95.0]",110.0
"[35.0,79.0,106.0,29.0,35.0,-10.0,6.0,44.0,104.0]",96.0
"[35.0,79.0,183.0,34.0,36.0,-9.0,1.0,43.0,171.33]",174.0
"[35.0,80.0,63.0,25.0,45.0,13.0,10.0,35.0,65.67]",76.0
"[35.0,80.0,149.0,21.0,60.0,-11.0,14.0,20.0,145.67]",138.0
